시군구,번지,단지명,전용면적,거래금액
경기도 부천시 심곡본동,634,아남APT,84.94,"29,000"
경기도 부천시 심곡본동,634,아남APT,63.22,"19,000"
경기도 부천시 심곡본동,634,아남APT,63.22,"18,900"
경기도 부천시 심곡본동,666-5,알찬집,12.67,"7,000"
경기도 부천시 심곡본동,666-5,알찬집,12.67,"7,000"
경기도 부천시 심곡본동,562-115,"태경삼익APT(A,B동)",52.47,"21,750"
경기도 부천시 심곡본동,562-115,"태경삼익APT(A,B동)",80.19,"33,300"
경기도 부천시 약대동,137-1,SJ성진힐스,57.74,"34,600"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"57,200"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"58,700"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"57,200"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"60,800"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"58,000"
경기도 부천시 약대동,218,부천3차아이파크,59.9925,"59,700"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"51,000"
경기도 부천시 약대동,216-1,부천아이파크,159.78,"63,000"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"74,000"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"50,800"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"52,500"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"52,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"58,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"65,000"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"58,000"
경기도 부천시 약대동,216-1,부천아이파크,182.24,"79,900"
경기도 부천시 약대동,216-1,부천아이파크,182.24,"84,500"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"68,500"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"66,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"64,200"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"63,000"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"66,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"63,200"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"63,700"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"79,900"
경기도 부천시 약대동,216-1,부천아이파크,84.48,"66,650"
경기도 부천시 약대동,216-1,부천아이파크,84.48,"62,000"
경기도 부천시 약대동,216-1,부천아이파크,84.48,"68,000"
경기도 부천시 약대동,216-1,부천아이파크,159.78,"80,000"
경기도 부천시 약대동,216-1,부천아이파크,84.98,"65,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"73,000"
경기도 부천시 약대동,216-1,부천아이파크,84.92,"65,000"
경기도 부천시 약대동,216-1,부천아이파크,159.78,"82,800"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"56,750"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"57,800"
경기도 부천시 약대동,216-1,부천아이파크,159.78,"85,800"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"66,000"
경기도 부천시 약대동,216-1,부천아이파크,59.95,"52,800"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"80,000"
경기도 부천시 약대동,216-1,부천아이파크,84.48,"61,000"
경기도 부천시 약대동,216-1,부천아이파크,159.78,"89,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"61,000"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"69,000"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"81,000"
경기도 부천시 약대동,216-1,부천아이파크,84.58,"71,000"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"80,000"
경기도 부천시 약대동,216-1,부천아이파크,119.33,"71,000"
경기도 부천시 약대동,216-1,부천아이파크,84.6,"69,800"
경기도 부천시 약대동,196,부천위브트레지움1단지,84.98,"70,800"
경기도 부천시 약대동,196,부천위브트레지움1단지,84.98,"72,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,59.98,"63,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,84.98,"69,500"
경기도 부천시 약대동,209,부천위브트레지움2단지,59.98,"64,500"
경기도 부천시 약대동,209,부천위브트레지움2단지,84.98,"75,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,114.98,"95,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,84.98,"81,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,84.98,"79,500"
경기도 부천시 약대동,209,부천위브트레지움2단지,59.98,"67,500"
경기도 부천시 약대동,209,부천위브트레지움2단지,59.98,"65,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,114.98,"82,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,114.98,"85,000"
경기도 부천시 약대동,209,부천위브트레지움2단지,84.98,"79,700"
경기도 부천시 약대동,119,우남,57.8,"18,000"
경기도 부천시 약대동,119,우남,57.8,"18,300"
경기도 부천시 약대동,33-4,현대,63.03,"32,000"
경기도 부천시 약대동,33-4,현대,55.32,"27,200"
경기도 부천시 약대동,169-38,흥립약대,44.01,"16,300"
경기도 부천시 약대동,169-38,흥립약대,44.01,"15,500"
경기도 부천시 약대동,169-38,흥립약대,44.01,"16,000"
경기도 부천시 약대동,169-38,흥립약대,41.31,"15,350"
경기도 부천시 약대동,169-38,흥립약대,41.31,"15,800"
경기도 부천시 약대동,169-38,흥립약대,44.01,"16,400"
경기도 부천시 약대동,169-38,흥립약대,44.01,"17,500"
경기도 부천시 약대동,169-38,흥립약대,41.31,"15,100"
경기도 부천시 약대동,169-38,흥립약대,41.31,"16,900"
경기도 부천시 약대동,169-38,흥립약대,41.31,"15,500"
경기도 부천시 약대동,169-38,흥립약대,41.31,"15,580"
경기도 부천시 약대동,169-38,흥립약대,44.01,"16,500"
경기도 부천시 여월동,53-11,금보,41.32,"11,800"
경기도 부천시 여월동,5,대원스카이빌,83.1124,"34,700"
경기도 부천시 여월동,313,여월휴먼시아(4단지),84.6,"85,000"
경기도 부천시 여월동,340,여월휴먼시아3단지,84.95,"65,000"
경기도 부천시 여월동,340,여월휴먼시아3단지,84.95,"79,000"
경기도 부천시 여월동,340,여월휴먼시아3단지,84.95,"88,000"
경기도 부천시 여월동,Feb-15,영화,57.6,"14,000"
경기도 부천시 여월동,Jan-44,월산장미,84.81,"26,000"
경기도 부천시 역곡동,21,건우,46.08,"19,300"
경기도 부천시 역곡동,21,건우,46.08,"16,000"
경기도 부천시 역곡동,21,건우,43.92,"17,000"
경기도 부천시 역곡동,21,건우,43.92,"19,000"
경기도 부천시 역곡동,202-1,대림e-편한세상1차,84.97,"58,000"
경기도 부천시 역곡동,202-1,대림e-편한세상1차,84.97,"56,700"
경기도 부천시 역곡동,213,대림e-편한세상2차,84.9664,"59,900"
경기도 부천시 역곡동,213,대림e-편한세상2차,84.9664,"57,400"
경기도 부천시 역곡동,414,대명앙뜨레빌,83.103,"39,200"
경기도 부천시 역곡동,213-7,대주파크빌,84.701,"41,700"
경기도 부천시 역곡동,213-7,대주파크빌,59.9551,"41,800"
경기도 부천시 역곡동,213-7,대주파크빌,76.0639,"41,000"
경기도 부천시 역곡동,213-7,대주파크빌,84.701,"43,000"
경기도 부천시 역곡동,01월 22일,대진2단지,55.08,"18,200"
경기도 부천시 역곡동,84-2,덕현해밀,80.45,"38,400"
경기도 부천시 역곡동,100-6,동보프리미아(100-6),69.89,"27,236"
경기도 부천시 역곡동,411,동부센트레빌3단지,74.51,"49,900"
경기도 부천시 역곡동,411,동부센트레빌3단지,84.99,"60,000"
경기도 부천시 역곡동,411,동부센트레빌3단지,96.5,"66,600"
경기도 부천시 역곡동,411,동부센트레빌3단지,84.99,"61,800"
경기도 부천시 역곡동,411,동부센트레빌3단지,120.14,"71,000"
경기도 부천시 역곡동,247-2,동성,41.52,"29,490"
경기도 부천시 역곡동,104-6,동화프리미아(104-6),52.8776,"24,500"
경기도 부천시 역곡동,409,"부천동부센트레빌1,2단지",59.66,"45,000"
경기도 부천시 역곡동,409,"부천동부센트레빌1,2단지",84.99,"56,000"
경기도 부천시 역곡동,409,"부천동부센트레빌1,2단지",59.5,"54,600"
경기도 부천시 역곡동,409,"부천동부센트레빌1,2단지",84.99,"62,000"
경기도 부천시 역곡동,243-35,선호(243-35),70.98,"27,000"
경기도 부천시 역곡동,114,세창짜임,83.98,"49,200"
경기도 부천시 역곡동,214-14,신동보,59.98,"25,000"
경기도 부천시 역곡동,406,신일해피트리,59.98,"35,000"
경기도 부천시 역곡동,406,신일해피트리,59.98,"35,300"
경기도 부천시 역곡동,413,역곡3차한양수자인(301동),84.684,"48,300"
경기도 부천시 역곡동,408,역곡5차e-편한세상,84.64,"61,000"
경기도 부천시 역곡동,408,역곡5차e-편한세상,59.95,"49,500"
경기도 부천시 역곡동,74-2,역곡역이편한세상,84.9858,"72,400"
경기도 부천시 역곡동,111-1,우남푸르미아,82.139,"36,800"
경기도 부천시 역곡동,111-1,우남푸르미아,82.139,"37,200"
경기도 부천시 역곡동,111-1,우남푸르미아,82.139,"37,500"
경기도 부천시 역곡동,202,우림루미아트,84.9683,"51,900"
경기도 부천시 역곡동,202,우림루미아트,107.2042,"59,100"
경기도 부천시 역곡동,202,우림루미아트,84.9683,"50,500"
경기도 부천시 역곡동,202,우림루미아트,69.3794,"48,500"
경기도 부천시 역곡동,202,우림루미아트,84.9746,"52,700"
경기도 부천시 역곡동,202,우림루미아트,69.3794,"52,300"
경기도 부천시 역곡동,202,우림루미아트,84.9746,"58,500"
경기도 부천시 역곡동,02월 21일,우석W,63.51,"28,200"
경기도 부천시 역곡동,46-1,은성,39.18,"18,900"
경기도 부천시 역곡동,46-1,은성,39.18,"18,500"
경기도 부천시 역곡동,46-1,은성,36.69,"20,500"
경기도 부천시 역곡동,46-1,은성,36.69,"19,300"
경기도 부천시 역곡동,46-1,은성,36.69,"20,900"
경기도 부천시 역곡동,46-1,은성,39.18,"22,400"
경기도 부천시 역곡동,75,일두,55.95,"36,000"
경기도 부천시 역곡동,75,일두,55.95,"34,000"
경기도 부천시 역곡동,75,일두,42.36,"30,000"
경기도 부천시 역곡동,75,일두,42.36,"29,000"
경기도 부천시 역곡동,27-107,진성그린(102동),66.15,"23,500"
경기도 부천시 역곡동,27-45,진성그린(104동),42.86,"15,500"
경기도 부천시 역곡동,111-2,청도포그니에,84.7,"44,500"
경기도 부천시 역곡동,212-2,한국,59.67,"33,500"
경기도 부천시 역곡동,212-2,한국,134.49,"52,500"
경기도 부천시 역곡동,212-2,한국,59.67,"32,000"
경기도 부천시 역곡동,212-2,한국,59.67,"29,700"
경기도 부천시 역곡동,212-2,한국,59.67,"33,500"
경기도 부천시 역곡동,212-2,한국,59.67,"31,800"
경기도 부천시 역곡동,212-2,한국,134.49,"55,000"
경기도 부천시 역곡동,212-2,한국,59.67,"29,000"
경기도 부천시 역곡동,212-2,한국,59.67,"33,000"
경기도 부천시 역곡동,212-2,한국,84.74,"47,400"
경기도 부천시 역곡동,212-2,한국,59.67,"34,900"
경기도 부천시 역곡동,01월 23일,한도(1-6동),70.141,"30,000"
경기도 부천시 역곡동,01월 23일,한도(1-6동),41.58,"20,000"
경기도 부천시 역곡동,01월 23일,한도(1-6동),44.17,"19,700"
경기도 부천시 역곡동,01월 23일,한도(1-6동),41.58,"18,800"
경기도 부천시 역곡동,25-32,한도(7-8동),43.12,"20,000"
경기도 부천시 역곡동,산51-18,현대,57.03,"18,800"
경기도 부천시 역곡동,산51-18,현대,48.3,"16,430"
경기도 부천시 역곡동,산51-18,현대,48.3,"19,450"
경기도 부천시 역곡동,77-2,휴캐슬,83.695,"40,800"
경기도 부천시 역곡동,77-2,휴캐슬,78.34,"33,000"
경기도 부천시 오정동,590-2,누리안아파트,79.16,"33,500"
경기도 부천시 오정동,590-2,누리안아파트,76.64,"34,000"
경기도 부천시 오정동,612-1,라이프동주1동2동,52.64,"17,300"
경기도 부천시 오정동,566-1,보화,46.32,"13,000"
경기도 부천시 오정동,140-6,부촌4,43.4,"14,000"
경기도 부천시 오정동,547-4,삼두,63.72,"21,000"
경기도 부천시 오정동,547-4,삼두,43.38,"14,000"
경기도 부천시 오정동,547-4,삼두,63.72,"24,700"
경기도 부천시 오정동,558-4,삼두(558-4),51.84,"16,400"
경기도 부천시 오정동,558-4,삼두(558-4),43.38,"13,700"
경기도 부천시 오정동,553-5,샬렛,59.91,"30,500"
경기도 부천시 오정동,553-5,샬렛,84.57,"40,000"
경기도 부천시 오정동,553-5,샬렛,59.91,"34,000"
경기도 부천시 오정동,553-5,샬렛,59.91,"33,700"
경기도 부천시 오정동,553-5,샬렛,59.91,"33,700"
경기도 부천시 오정동,177-1,세종,58.91,"27,700"
경기도 부천시 오정동,179,세종2,82.425,"39,800"
경기도 부천시 오정동,179,세종2,82.425,"40,000"
경기도 부천시 오정동,179,세종2,82.425,"39,800"
경기도 부천시 오정동,179,세종2,59.96,"34,000"
경기도 부천시 오정동,179,세종2,59.96,"32,000"
경기도 부천시 오정동,549,에리트,49.32,"19,700"
경기도 부천시 오정동,549,에리트,49.32,"20,800"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.84,"55,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.69,"54,300"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.84,"52,700"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"41,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.84,"50,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"41,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.69,"54,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"42,700"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.69,"53,800"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"39,800"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"42,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"42,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.69,"55,500"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.83,"57,500"
경기도 부천시 오정동,717,오정휴먼시아1단지,84.69,"55,000"
경기도 부천시 오정동,717,오정휴먼시아1단지,59.95,"43,000"
경기도 부천시 오정동,726,오정휴먼시아2단지,84.69,"51,500"
경기도 부천시 오정동,726,오정휴먼시아2단지,110.53,"59,500"
경기도 부천시 오정동,726,오정휴먼시아2단지,84.69,"52,000"
경기도 부천시 오정동,726,오정휴먼시아2단지,110.53,"64,300"
경기도 부천시 오정동,726,오정휴먼시아2단지,110.53,"66,300"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"37,900"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"38,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"36,800"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"31,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"41,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"35,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"32,500"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"39,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,900"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"40,800"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"31,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"42,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"38,700"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"32,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"32,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"31,300"
경기도 부천시 오정동,732,오정휴먼시아3단지,59.95,"45,000"
경기도 부천시 오정동,732,오정휴먼시아3단지,51.47,"34,500"
경기도 부천시 오정동,565-2,운양,54.72,"15,400"
경기도 부천시 오정동,565-2,운양,57.24,"17,900"
경기도 부천시 오정동,373,창보,78.24,"30,700"
경기도 부천시 오정동,373,창보,78.24,"33,500"
경기도 부천시 오정동,373,창보,78.24,"32,900"
경기도 부천시 오정동,373,창보,84.81,"36,300"
경기도 부천시 오정동,373,창보,78.24,"34,500"
경기도 부천시 오정동,373,창보,78.24,"34,000"
경기도 부천시 오정동,373,창보,59.63,"29,000"
경기도 부천시 오정동,373,창보,78.24,"34,700"
경기도 부천시 오정동,373,창보,78.24,"34,600"
경기도 부천시 오정동,373,창보,78.24,"32,300"
경기도 부천시 오정동,373,창보,78.24,"34,000"
경기도 부천시 오정동,566-2,청산그린,115.95,"33,500"
경기도 부천시 오정동,415-4,효행복마을,14.638,"6,000"
경기도 부천시 오정동,415-4,효행복마을,14.638,"6,200"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"75,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"79,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"76,700"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"75,800"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"80,500"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"80,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"79,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"75,250"
경기도 부천시 옥길동,776-1,부천옥길자이,84.6723,"80,000"
경기도 부천시 옥길동,776-1,부천옥길자이,96.13,"88,000"
경기도 부천시 옥길동,776-1,부천옥길자이,84.7716,"84,000"
경기도 부천시 옥길동,776-1,부천옥길자이,84.6723,"75,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"75,000"
경기도 부천시 옥길동,776-1,부천옥길자이,84.6723,"72,000"
경기도 부천시 옥길동,776-1,부천옥길자이,90.5684,"77,000"
경기도 부천시 옥길동,776-1,부천옥길자이,84.7716,"78,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,74.92,"61,300"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.68,"63,200"
경기도 부천시 옥길동,751-1,옥길브리즈힐,74.92,"61,300"
경기도 부천시 옥길동,751-1,옥길브리즈힐,81.27,"65,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"66,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"67,500"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"71,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"70,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"68,700"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.37,"73,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"73,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"67,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.37,"70,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.84,"67,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.37,"69,900"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.37,"67,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"69,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"71,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,74.92,"65,300"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.37,"70,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"71,000"
경기도 부천시 옥길동,751-1,옥길브리즈힐,84.91,"68,700"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"67,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"62,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"60,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"65,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.93,"70,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"69,700"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"66,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"54,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"57,900"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"61,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"75,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"61,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"58,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.8,"74,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"74,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"61,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"70,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,74.49,"70,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.8,"70,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"70,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,59.97,"60,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"75,000"
경기도 부천시 옥길동,771-1,옥길센트리뷰,84.88,"70,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,97.9853,"87,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,84.9942,"84,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,84.9942,"84,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,97.9853,"84,500"
경기도 부천시 옥길동,780-1,옥길호반베르디움,72.998,"73,700"
경기도 부천시 옥길동,780-1,옥길호반베르디움,72.998,"69,500"
경기도 부천시 옥길동,780-1,옥길호반베르디움,72.998,"70,300"
경기도 부천시 옥길동,780-1,옥길호반베르디움,72.998,"70,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,72.998,"74,500"
경기도 부천시 옥길동,780-1,옥길호반베르디움,84.9942,"85,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,97.9853,"86,500"
경기도 부천시 옥길동,780-1,옥길호반베르디움,97.9853,"90,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,84.9942,"87,000"
경기도 부천시 옥길동,780-1,옥길호반베르디움,84.9942,"84,000"
경기도 부천시 옥길동,739-1,제일풍경채 제이드카운티2단지,84.9,"74,600"
경기도 부천시 옥길동,739-1,제일풍경채 제이드카운티2단지,84.9,"72,000"
경기도 부천시 옥길동,739-1,제일풍경채 제이드카운티2단지,84.9,"84,500"
경기도 부천시 옥길동,739-1,제일풍경채 제이드카운티2단지,84.9,"83,000"
경기도 부천시 옥길동,742-1,한신더휴 제이드카운티1단지,97.97,"76,000"
경기도 부천시 옥길동,742-1,한신더휴 제이드카운티1단지,97.97,"89,800"
경기도 부천시 옥길동,742-1,한신더휴 제이드카운티1단지,97.97,"89,000"
경기도 부천시 원미동,151-1,두산,84.92,"52,000"
경기도 부천시 원미동,151-1,두산,84.92,"46,500"
경기도 부천시 원미동,151-1,두산,59.945,"34,000"
경기도 부천시 원미동,151-1,두산,59.945,"34,500"
경기도 부천시 원미동,151-1,두산,84.92,"48,300"
경기도 부천시 원미동,151-1,두산,84.92,"53,000"
경기도 부천시 원미동,151-1,두산,59.945,"39,500"
경기도 부천시 원미동,151-1,두산,84.92,"49,800"
경기도 부천시 원미동,151-1,두산,84.92,"52,500"
경기도 부천시 원미동,151-1,두산,84.92,"50,300"
경기도 부천시 원미동,151-1,두산,119.3,"62,000"
경기도 부천시 원미동,66-5,원미더팰리스,84.735,"42,900"
경기도 부천시 원미동,114-1,원미동풍림,59.892,"30,000"
경기도 부천시 원미동,114-1,원미동풍림,59.892,"26,500"
경기도 부천시 원미동,114-1,원미동풍림,84.744,"53,000"
경기도 부천시 원미동,114-1,원미동풍림,59.892,"30,900"
경기도 부천시 원미동,114-1,원미동풍림,59.892,"30,100"
경기도 부천시 원미동,101-1,한화미리움,59.1418,"28,500"
경기도 부천시 원미동,197-2,해맑은,47.898,"17,400"
경기도 부천시 원미동,197-2,해맑은,47.898,"16,750"
경기도 부천시 원종동,361-2,건우,45.81,"12,000"
경기도 부천시 원종동,361-2,건우,45.81,"12,000"
경기도 부천시 원종동,341-3,경인,48.51,"17,800"
경기도 부천시 원종동,341-3,경인,48.51,"16,000"
경기도 부천시 원종동,341-3,경인,48.51,"18,300"
경기도 부천시 원종동,317-4,공간블리체B동,68.46,"37,500"
경기도 부천시 원종동,131,광성,44.28,"26,000"
경기도 부천시 원종동,131,광성,38.88,"23,000"
경기도 부천시 원종동,131,광성,38.88,"23,000"
경기도 부천시 원종동,131,광성,38.88,"22,800"
경기도 부천시 원종동,131,광성,44.28,"23,000"
경기도 부천시 원종동,131,광성,38.88,"23,400"
경기도 부천시 원종동,131,광성,38.88,"23,000"
경기도 부천시 원종동,131,광성,38.88,"23,000"
경기도 부천시 원종동,212-4,기용,43.8,"22,900"
경기도 부천시 원종동,212-4,기용,41.01,"25,000"
경기도 부천시 원종동,284-3,길성그랑프리텔,55.44,"37,500"
경기도 부천시 원종동,213-2,대도,40.81,"22,300"
경기도 부천시 원종동,273-6,대성,43.2,"15,000"
경기도 부천시 원종동,365-11,대원블루힐,66.28,"37,500"
경기도 부천시 원종동,230-5,대창스페이스,58.99,"27,700"
경기도 부천시 원종동,67-5,대풍푸른들,62.357,"29,400"
경기도 부천시 원종동,67-5,대풍푸른들,62.298,"30,000"
경기도 부천시 원종동,67-5,대풍푸른들,62.357,"33,000"
경기도 부천시 원종동,121,동문5차,83.79,"38,200"
경기도 부천시 원종동,121,동문5차,83.79,"44,000"
경기도 부천시 원종동,121,동문5차,58.95,"33,500"
경기도 부천시 원종동,270,동제이지안,76.086,"33,000"
경기도 부천시 원종동,378-1,동진,54.99,"20,000"
경기도 부천시 원종동,180-3,동진1,40.05,"17,700"
경기도 부천시 원종동,180-3,동진1,40.05,"17,000"
경기도 부천시 원종동,180-3,동진1,40.05,"17,000"
경기도 부천시 원종동,180-3,동진1,42.66,"17,000"
경기도 부천시 원종동,180-3,동진1,40.05,"17,700"
경기도 부천시 원종동,180-3,동진1,40.05,"19,900"
경기도 부천시 원종동,275-15,르네상스1차,72.79,"30,000"
경기도 부천시 원종동,384-3,무궁화,45,"17,800"
경기도 부천시 원종동,214-7,문화1차,44.04,"17,400"
경기도 부천시 원종동,214-7,문화1차,44.04,"15,000"
경기도 부천시 원종동,산27-1,문화2차,49.62,"15,300"
경기도 부천시 원종동,산27-1,문화2차,44.67,"14,000"
경기도 부천시 원종동,산27-1,문화2차,48.5,"12,500"
경기도 부천시 원종동,211,문화목화,43.86,"24,500"
경기도 부천시 원종동,352,미성,52.74,"28,000"
경기도 부천시 원종동,352,미성,34.16,"20,400"
경기도 부천시 원종동,352,미성,34.16,"21,000"
경기도 부천시 원종동,352,미성,34.16,"21,500"
경기도 부천시 원종동,352,미성,34.16,"21,500"
경기도 부천시 원종동,352,미성,34.16,"23,300"
경기도 부천시 원종동,383-7,방배(383-7),44.73,"14,500"
경기도 부천시 원종동,152-6,부촌5차가동,42.18,"13,500"
경기도 부천시 원종동,152-6,부촌5차가동,42.18,"14,500"
경기도 부천시 원종동,152-6,부촌5차가동,42.18,"16,000"
경기도 부천시 원종동,336-2,삼덕,41.04,"14,600"
경기도 부천시 원종동,336-2,삼덕,41.04,"13,950"
경기도 부천시 원종동,336-2,삼덕,42.66,"13,700"
경기도 부천시 원종동,336-2,삼덕,41.04,"12,300"
