"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20210101 ~ 20210331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 부천시"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202101","14","26,800","4","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202101","16","19,500","14","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202101","16","19,500","14","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202101","18","20,300","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202101","21","19,500","15","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202101","25","20,000","12","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202101","28","25,500","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202101","30","30,200","6","1993","계남로 195","20210209"
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202101","30","23,800","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202101","30","30,200","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","1","19,000","4","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","4","20,000","9","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","6","21,500","7","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","10","29,600","10","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","10","24,500","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","16","18,800","15","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","17","19,500","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","19","30,000","14","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","19","26,500","2","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","20","20,800","3","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","20","22,000","2","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","20","30,000","3","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","22","22,800","9","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202102","23","31,000","13","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202102","26","21,300","3","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","1","35,000","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","3","22,700","14","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","5","34,900","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","6","22,900","5","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","6","29,700","4","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","6","19,500","4","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","6","21,000","15","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","8","23,000","12","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","8","22,500","5","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","9","23,000","9","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","10","18,300","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","11","34,900","10","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","12","23,000","11","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","12","20,450","15","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","15","34,900","5","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","16","34,000","10","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","16","19,900","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","16","23,200","4","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","22","33,900","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","25","24,900","9","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","26","24,000","15","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","27","19,000","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","27","19,000","1","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","44.1","202103","27","22,800","13","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","29","30,000","2","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","30","36,000","6","1993","계남로 195",""
"경기도 부천시 중동","1051","1051","0000","설악마을(주공)","49.8","202103","30","33,300","7","1993","계남로 195",""
"경기도 부천시 중동","1300","1300","0000","센트럴파크 푸르지오","84.8252","202102","6","114,000","49","2020","소향로 181",""
"경기도 부천시 중동","1099-2","1099","0002","연화마을(건영)","53.58","202102","5","28,000","8","1994","옥산로 16",""
"경기도 부천시 중동","1099-2","1099","0002","연화마을(건영)","84.23","202102","15","49,500","11","1994","옥산로 16",""
"경기도 부천시 중동","1099-2","1099","0002","연화마을(건영)","84.23","202102","18","45,000","2","1994","옥산로 16",""
"경기도 부천시 중동","1099-2","1099","0002","연화마을(건영)","84.23","202103","4","50,000","9","1994","옥산로 16",""
"경기도 부천시 중동","1099-2","1099","0002","연화마을(건영)","84.23","202103","12","50,000","3","1994","옥산로 16",""
"경기도 부천시 중동","1100","1100","0000","연화마을(대원)","127.06","202101","22","58,800","7","1995","옥산로 33",""
"경기도 부천시 중동","1100","1100","0000","연화마을(대원)","127.06","202101","30","59,700","12","1995","옥산로 33",""
"경기도 부천시 중동","1100","1100","0000","연화마을(대원)","127.06","202103","25","66,500","5","1995","옥산로 33",""
"경기도 부천시 중동","1100","1100","0000","연화마을(대원)","50.4","202103","27","31,000","7","1995","옥산로 33",""
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","134.07","202102","10","55,000","4","1994","옥산로 47",""
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","134.07","202102","16","65,000","17","1994","옥산로 47",""
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","134.07","202102","16","55,000","13","1994","옥산로 47","20210225"
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","60","202102","25","44,900","10","1994","옥산로 47",""
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","134.07","202103","7","69,000","6","1994","옥산로 47",""
"경기도 부천시 중동","1101","1101","0000","연화마을(쌍용)","84.86","202103","25","58,700","3","1994","옥산로 47",""
"경기도 부천시 중동","731-5","0731","0005","월드에스클래스아파트","60.94","202103","2","34,500","4","2017","부흥로176번길 32",""
"경기도 부천시 중동","731-5","0731","0005","월드에스클래스아파트","60.94","202103","18","35,000","8","2017","부흥로176번길 32",""
"경기도 부천시 중동","731-5","0731","0005","월드에스클래스아파트","60.49","202103","19","32,700","3","2017","부흥로176번길 32",""
"경기도 부천시 중동","1107","1107","0000","위브더스테이트(201,202,203동)","138.64","202103","19","104,000","9","2006","신흥로 190-1",""
"경기도 부천시 중동","1107","1107","0000","위브더스테이트(201,202,203동)","138.64","202103","19","104,000","9","2006","신흥로 190-1","20210421"
"경기도 부천시 중동","1107","1107","0000","위브더스테이트(201,202,203동)","104.02","202103","26","84,000","4","2006","신흥로 190-1",""
"경기도 부천시 중동","1037","1037","0000","은하마을(대우)","134.67","202101","28","84,700","9","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(대우)","101.94","202102","2","75,000","7","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(대우)","134.67","202103","31","89,500","17","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","164.76","202101","5","78,000","16","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","134.67","202101","26","80,700","14","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","134.67","202101","30","83,000","20","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","101.94","202102","26","70,000","11","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","101.94","202103","22","72,500","8","1993","석천로 216",""
"경기도 부천시 중동","1037","1037","0000","은하마을(동부)","134.67","202103","24","80,500","2","1993","석천로 216",""
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","153.99","202101","4","79,000","8","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","134.07","202102","16","73,000","2","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","134.07","202102","17","82,000","5","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","134.07","202102","19","82,000","5","1994","중동로279번길 22","20210329"
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","134.07","202103","20","88,500","11","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(쌍용)","153.99","202103","23","95,000","14","1994","중동로279번길 22",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202101","5","31,500","14","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202101","7","33,700","14","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202101","8","30,000","2","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202101","8","34,000","17","1995","중동로 301","20210210"
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202101","9","29,400","5","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202101","11","31,100","8","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202101","18","35,900","4","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","18","22,000","5","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202101","18","34,000","17","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","19","20,800","6","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","19","22,500","17","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202101","21","34,900","19","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202101","22","39,600","6","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","23","21,000","17","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","23","21,000","5","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","27","21,800","13","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202101","30","21,000","16","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202102","8","19,600","2","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202102","15","20,000","2","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202102","15","20,000","2","1995","중동로 301","20210305"
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","37.67","202102","18","22,900","4","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","37.67","202102","26","20,000","1","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","37.67","202103","5","22,900","3","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202103","8","39,700","14","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202103","12","22,000","3","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.67","202103","16","40,000","15","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202103","24","26,000","17","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","49.69","202103","25","34,000","1","1995","중동로 301",""
"경기도 부천시 중동","1039","1039","0000","은하마을(주공1)","39.87","202103","31","19,000","1","1995","중동로 301",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202101","7","30,950","2","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202101","9","30,000","1","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202101","13","30,700","2","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","58.74","202101","16","41,800","15","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202101","18","36,000","10","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","58.74","202101","23","46,000","12","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","39.48","202102","15","23,900","2","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","58.74","202102","26","47,900","6","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202103","3","30,000","15","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","39.48","202103","6","28,900","8","1995","계남로 144",""
"경기도 부천시 중동","1038","1038","0000","은하마을(주공2)","47.4","202103","9","38,200","13","1995","계남로 144",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","134.07","202102","8","80,000","6","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","101.88","202102","16","69,500","12","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","134.07","202102","24","76,900","18","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","101.88","202102","28","65,500","4","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","134.07","202103","8","79,800","3","1994","중동로279번길 22",""
"경기도 부천시 중동","1036","1036","0000","은하마을(효성)","134.07","202103","23","89,500","20","1994","중동로279번길 22",""
"경기도 부천시 중동","3-207","0003","0207","중동대림","84.93","202101","10","49,000","6","2000","계남로 261",""
"경기도 부천시 중동","3-207","0003","0207","중동대림","59.79","202101","16","42,800","13","2000","계남로 261",""
"경기도 부천시 중동","3-207","0003","0207","중동대림","84.93","202102","26","58,000","7","2000","계남로 261",""
"경기도 부천시 중동","3-207","0003","0207","중동대림","84.93","202103","17","49,500","1","2000","계남로 261",""
"경기도 부천시 중동","3-207","0003","0207","중동대림","84.93","202103","20","60,000","4","2000","계남로 261",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(극동)","134.07","202101","25","78,500","7","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(극동)","134.07","202101","27","71,000","14","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(극동)","134.07","202102","3","77,700","13","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(극동)","134.07","202102","16","77,500","5","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(두산)","134.07","202101","9","72,000","6","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(두산)","134.07","202103","20","80,000","8","1993","중동로280번길 63",""
"경기도 부천시 중동","1054","1054","0000","중흥마을(두산)","134.07","202103","20","80,000","8","1993","중동로280번길 63",""
"경기도 부천시 중동","1055","1055","0000","중흥마을(신동아)","153.585","202102","1","75,000","7","1993","중동로280번길 27",""
"경기도 부천시 중동","1055","1055","0000","중흥마을(신동아)","134.79","202102","8","75,000","4","1993","중동로280번길 27",""
"경기도 부천시 중동","1055","1055","0000","중흥마을(영남)","134.79","202102","5","70,000","8","1993","중동로280번길 27",""
"경기도 부천시 중동","1055","1055","0000","중흥마을(영남)","134.79","202102","22","85,000","7","1993","중동로280번길 27",""
"경기도 부천시 중동","1055","1055","0000","중흥마을(영남)","153.585","202102","23","95,000","9","1993","중동로280번길 27",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202101","4","21,300","17","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202101","9","21,800","12","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202101","12","20,400","15","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202101","12","20,300","9","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202101","12","20,700","13","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202101","23","22,000","15","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202101","26","18,900","3","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202101","27","21,000","3","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","1","17,500","1","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","1","21,500","6","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","1","19,500","4","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","3","22,000","13","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202102","6","20,500","6","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","6","19,800","2","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","15","22,200","9","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","17","23,800","14","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","18","21,500","11","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","19","20,000","10","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","20","20,000","9","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","26","20,500","14","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","26","21,000","10","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202102","26","22,500","4","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202102","27","23,000","9","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","27","19,500","1","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202102","27","21,000","15","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","1","20,900","2","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","4","22,500","13","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202103","5","23,000","20","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","5","21,500","9","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","58.71","202103","6","44,250","19","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","6","20,000","3","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","58.71","202103","10","44,000","20","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202103","12","19,400","20","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","18","20,500","4","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","18","18,400","15","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","20","21,500","4","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202103","20","24,000","17","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","39.87","202103","20","24,000","17","1995","계남로 196","20210329"
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","37.67","202103","30","21,000","4","1995","계남로 196",""
"경기도 부천시 중동","1052","1052","0000","중흥마을(주공)","58.71","202103","31","46,200","20","1995","계남로 196",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","132.6054","202101","8","89,500","19","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202101","8","53,300","6","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","12","64,000","4","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202101","15","55,500","2","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.9915","202101","19","68,700","14","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202101","20","34,600","5","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","22","75,000","14","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202101","25","64,500","11","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","102.562","202101","26","83,000","29","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","26","70,000","9","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","27","64,500","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","27","71,700","9","2009","중동로 107",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202101","29","54,000","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","30","60,000","1","2009","중동로 107",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202101","30","78,000","17","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","1","56,500","6","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","2","57,400","16","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","3","73,000","6","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","5","67,700","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","5","63,800","2","2009","중동로 107",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","6","66,500","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.9915","202102","6","74,000","10","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","6","59,500","9","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","102.562","202102","6","82,500","27","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","9","50,650","18","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","10","59,000","22","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","16","71,500","18","2009","중동로 107",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","19","69,000","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","102.562","202102","22","79,600","6","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","23","60,000","7","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202102","24","58,000","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","102.562","202102","25","81,000","24","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202102","26","79,500","26","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202103","1","58,300","14","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202103","17","72,500","6","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202103","19","74,000","8","2009","중동로 107",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202103","20","80,000","8","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202103","23","58,400","17","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","84.989","202103","27","72,000","1","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202103","29","62,000","18","2009","중동로 108",""
"경기도 부천시 중동","1288","1288","0000","팰리스카운티","59.9798","202103","30","65,500","18","2009","중동로 108",""
"경기도 부천시 중동","1171","1171","0000","포도마을(뉴서울)","110.661","202101","29","75,000","11","1993","소향로 124",""
"경기도 부천시 중동","1171","1171","0000","포도마을(뉴서울)","110.661","202102","3","73,000","15","1993","소향로 124",""
